essay_id_comp,prompt_name,task
0E9A98725D87,Community service,Independent
0E9E596A69D0,Seeking multiple opinions,Independent
0EA2F253563A,Distance learning,Independent
0EA59AC549C4,Seeking multiple opinions,Independent
0EA67D518E94,Mandatory extracurricular activities,Independent
0EAB0E4FC56C,Mandatory extracurricular activities,Independent
0EB16BF9C6D8,Summer projects,Independent
0EB3DD3D4789,Mandatory extracurricular activities,Independent
0EB68912667C,Mandatory extracurricular activities,Independent
0EBA0162ABBB,Mandatory extracurricular activities,Independent
0EBE92AFBD97,Seeking multiple opinions,Independent
0EC6CB60A702,Seeking multiple opinions,Independent
0EDBF71D5CF6,Distance learning,Independent
0EE6F614F2F0,Seeking multiple opinions,Independent
0EE9980F4C4B,Seeking multiple opinions,Independent
0EF272634FEE,Cell phones at school,Independent
0EF652533E77,Summer projects,Independent
0EF6C038DD32,Seeking multiple opinions,Independent
0EFDADD0CCD9,Grades for extracurricular activities,Independent
0F0813F0146A,Summer projects,Independent
0F13AFF35C0C,Seeking multiple opinions,Independent
0F1439303944,Distance learning,Independent
0F14FEA19E2A,Distance learning,Independent
0F1830D67AF9,Distance learning,Independent
0F19DD8FEEDC,Community service,Independent
0F1A6DA7027E,Mandatory extracurricular activities,Independent
0F1F7F935A01,Summer projects,Independent
0F2720F5FBED,Mandatory extracurricular activities,Independent
0F2C1C946844,Cell phones at school,Independent
0F2D20318CBE,Summer projects,Independent
0F2D3B9FDD3A,Community service,Independent
0F2E9FA7DAF4,Mandatory extracurricular activities,Independent
0F2FAAC3EEA0,Cell phones at school,Independent
0F3877B7D800,Grades for extracurricular activities,Independent
0F38D6102C2C,Summer projects,Independent
0F3BCECF9901,Distance learning,Independent
0F5247051127,Mandatory extracurricular activities,Independent
0F571C3502D3,Cell phones at school,Independent
0F62638EB677,Distance learning,Independent
0F659402E51B,Distance learning,Independent
0F6E3C622E7F,Mandatory extracurricular activities,Independent
0F71E5F49E17,Community service,Independent
0F757049FA41,Cell phones at school,Independent
0F7862191BC4,Community service,Independent
0F787DD4A61A,Grades for extracurricular activities,Independent
0F7934223515,Community service,Independent
0F7DB6BD1AD5,Distance learning,Independent
0F7FEA47FA3E,Summer projects,Independent
0F89C0EE8981,Cell phones at school,Independent
0F8D99B7AC0F,Community service,Independent
0F92CE19A137,Summer projects,Independent
0F9E444C9DF7,Mandatory extracurricular activities,Independent
0FA1E3CA3D73,Mandatory extracurricular activities,Independent
0FA7BA9A1FB9,Community service,Independent
0FAA6C7B06C2,Community service,Independent
0FB0700DAF44,Seeking multiple opinions,Independent
0FBAD334BACA,Cell phones at school,Independent
0FC32E083BDE,Seeking multiple opinions,Independent
0FC3D22B2DB8,Cell phones at school,Independent
0FC97658A027,Community service,Independent
0FD256479257,Community service,Independent
0FD27A7C4257,Mandatory extracurricular activities,Independent
0FD5B95A957D,Summer projects,Independent
0FDA6AC79713,Distance learning,Independent
0FDEE427FD46,Grades for extracurricular activities,Independent
0FE04DC094ED,Summer projects,Independent
0FE3B7AAD133,Mandatory extracurricular activities,Independent
0FE5C9C13E7A,Seeking multiple opinions,Independent
0FE8DC0B8513,Grades for extracurricular activities,Independent
0FF049B01070,Grades for extracurricular activities,Independent
0FF781FB6050,Cell phones at school,Independent
0FFF13DC0B0C,Community service,Independent
1.02E+75,Summer projects,Independent
1.06395E+11,Distance learning,Independent
1.15E+48,Cell phones at school,Independent
1.32496E+11,Seeking multiple opinions,Independent
1.61213E+11,Seeking multiple opinions,Independent
1.67E+46,Community service,Independent
1000DD448EFE,Mandatory extracurricular activities,Independent
10049349777A,Summer projects,Independent
1006FE578078,Mandatory extracurricular activities,Independent
100AA438ECE8,Summer projects,Independent
10100E19E2C3,Grades for extracurricular activities,Independent
101256FB2FB2,Summer projects,Independent
1016199DA6FD,Distance learning,Independent
101C3E9B985D,Distance learning,Independent
10266FD6FA36,Community service,Independent
103CC3AA8F90,Grades for extracurricular activities,Independent
105A6ECC9A9E,Cell phones at school,Independent
105FBB463064,Grades for extracurricular activities,Independent
1067ADE80412,Grades for extracurricular activities,Independent
10738FAB1350,Summer projects,Independent
107F15C6D272,Seeking multiple opinions,Independent
108363724F15,Community service,Independent
108C28958E5B,Seeking multiple opinions,Independent
108CCC90A2FB,Grades for extracurricular activities,Independent
109421D070BF,Summer projects,Independent
1098BEDFB182,Grades for extracurricular activities,Independent
109A06A4FB60,Mandatory extracurricular activities,Independent
10ABD322F49B,Summer projects,Independent
10ACBFAA9809,Community service,Independent
10B5AC99E165,Mandatory extracurricular activities,Independent
10B79C092DE1,Seeking multiple opinions,Independent
10C813389A74,Seeking multiple opinions,Independent
10CE47991891,Community service,Independent
10D09AB4D6C7,Mandatory extracurricular activities,Independent
10D1D5724C4A,Mandatory extracurricular activities,Independent
10D7845FC5D4,Community service,Independent
10E1C7EDACB8,Mandatory extracurricular activities,Independent
10E592ECBDB0,Mandatory extracurricular activities,Independent
10E71B56EBDE,Cell phones at school,Independent
10E73EB00BA8,Grades for extracurricular activities,Independent
10E7A0414D14,Distance learning,Independent
10F4C4CDB76D,Mandatory extracurricular activities,Independent
10F4FEDEF052,Summer projects,Independent
11040FD6C88D,Summer projects,Independent
110CB433ACF7,Mandatory extracurricular activities,Independent
1111D5CDB343,Cell phones at school,Independent
11168209A49C,Community service,Independent
111E90E1DB45,Distance learning,Independent
1125B1716D5E,Grades for extracurricular activities,Independent
1129201DC11C,Distance learning,Independent
112AA24D20BC,Mandatory extracurricular activities,Independent
112ACF74B759,Community service,Independent
112B1760D112,Distance learning,Independent
112ECA514F8B,Grades for extracurricular activities,Independent
1135CD7FBE4F,Seeking multiple opinions,Independent
1136D95D28E7,Community service,Independent
11393B68F12C,Mandatory extracurricular activities,Independent
113942A18C27,Cell phones at school,Independent
115972ADCF50,Cell phones at school,Independent
1160237A1858,Cell phones at school,Independent
116209F5E812,Mandatory extracurricular activities,Independent
11647A73E2B9,Seeking multiple opinions,Independent
116A50DF4ADF,Grades for extracurricular activities,Independent
116D6C03549A,Summer projects,Independent
116ED6BCEA4E,Community service,Independent
1173D7C535A3,Cell phones at school,Independent
1175204C51AF,Summer projects,Independent
117FFA9B4B12,Grades for extracurricular activities,Independent
11854A885ED6,Seeking multiple opinions,Independent
11862ECFA000,Community service,Independent
118C90DCC636,Summer projects,Independent
118E2E7C9C73,Summer projects,Independent
11A48AF9668D,Cell phones at school,Independent
11A680B3FB42,Community service,Independent
11B659A6D867,Mandatory extracurricular activities,Independent
11BEB30F68EA,Seeking multiple opinions,Independent
11C0555D3ACA,Distance learning,Independent
11C0D83F479E,Cell phones at school,Independent
11C1833E04B6,Summer projects,Independent
11C658295AC7,Cell phones at school,Independent
11CE345BAEF2,Summer projects,Independent
11D36CD1AC96,Grades for extracurricular activities,Independent
11DD0B26B584,Distance learning,Independent
11DE2050A727,Mandatory extracurricular activities,Independent
11DF8476ED7F,Seeking multiple opinions,Independent
11E1C6E089DF,Cell phones at school,Independent
11E3D2D8C85E,Distance learning,Independent
11F106935EDA,Distance learning,Independent
11F14A342E56,Cell phones at school,Independent
11F43325A858,Community service,Independent
11FCFBA42882,Mandatory extracurricular activities,Independent
120174AE39B7,Cell phones at school,Independent
120AEADB58BC,Summer projects,Independent
12118E6058A7,Community service,Independent
12135DEF3C3F,Cell phones at school,Independent
12156BA6D875,Summer projects,Independent
121AAD6AE49F,Distance learning,Independent
1226089D55CC,Mandatory extracurricular activities,Independent
123722DA6464,Community service,Independent
123BBF5BAAED,Mandatory extracurricular activities,Independent
124750B04447,Cell phones at school,Independent
1249AFEBB95D,Community service,Independent
124C24EE768C,Grades for extracurricular activities,Independent
124E04CB45B8,Distance learning,Independent
124EDC15E692,Mandatory extracurricular activities,Independent
12660C832798,Seeking multiple opinions,Independent
126747A179A8,Distance learning,Independent
1269B4FB7E6B,Community service,Independent
126AB089D089,Distance learning,Independent
1271164467DA,Distance learning,Independent
127670CABA7C,Grades for extracurricular activities,Independent
12796C5A0480,Mandatory extracurricular activities,Independent
127A60BC4DF2,Seeking multiple opinions,Independent
127C44A70BAC,Mandatory extracurricular activities,Independent
1284A423E338,Cell phones at school,Independent
1287FB93CF6F,Community service,Independent
129391F5ECBF,Mandatory extracurricular activities,Independent
1294A6CEEAC5,Distance learning,Independent
1295E8C0327F,Grades for extracurricular activities,Independent
12988594D953,Seeking multiple opinions,Independent
129C5DED720B,Summer projects,Independent
129E8C26C10D,Cell phones at school,Independent
12A49BF3B556,Mandatory extracurricular activities,Independent
12AAF9C7C266,Grades for extracurricular activities,Independent
12BA7182FFC7,Distance learning,Independent
12BCA50767E9,Distance learning,Independent
12BE2367222D,Distance learning,Independent
12C40C11C57C,Distance learning,Independent
12C4FDD062F3,Distance learning,Independent
12C580353B69,Cell phones at school,Independent
12C8DD7C074E,Seeking multiple opinions,Independent
12CB536B6C39,Mandatory extracurricular activities,Independent
12D86A369DBE,Cell phones at school,Independent
12E283B3F303,Cell phones at school,Independent
12F2A2D4AB24,Distance learning,Independent
12F3403879BF,Cell phones at school,Independent
12FEB57ECB4E,Mandatory extracurricular activities,Independent
1300228ADAC3,Cell phones at school,Independent
1300CBEB1F39,Mandatory extracurricular activities,Independent
1306DBD7573C,Mandatory extracurricular activities,Independent
1308F5C3347E,Distance learning,Independent
130F9B6DCCF9,Summer projects,Independent
1313ADFE62C6,Mandatory extracurricular activities,Independent
131D4EC3D03F,Mandatory extracurricular activities,Independent
131DA85211F7,Seeking multiple opinions,Independent
13224DF00A6A,Seeking multiple opinions,Independent
13233FB0483F,Summer projects,Independent
13294E9A7CA1,Seeking multiple opinions,Independent
13299580C8AD,Cell phones at school,Independent
133BA823C9DC,Cell phones at school,Independent
133BF9052FCA,Distance learning,Independent
133DA8BD32F9,Grades for extracurricular activities,Independent
13426BBB0EC2,Seeking multiple opinions,Independent
13457D2F2557,Seeking multiple opinions,Independent
13481B549329,Community service,Independent
13493E22AB5A,Grades for extracurricular activities,Independent
134BAA2D43CF,Distance learning,Independent
13502C406F65,Cell phones at school,Independent
13556F3D510C,Grades for extracurricular activities,Independent
1359D3CCD936,Mandatory extracurricular activities,Independent
135F922187BC,Seeking multiple opinions,Independent
1360BDCC0176,Summer projects,Independent
1365F7051B17,Community service,Independent
136B9BDB53E0,Summer projects,Independent
1377A50485F1,Community service,Independent
137BAE6EAA41,Community service,Independent
1385E7A90736,Seeking multiple opinions,Independent
138BB07570E0,Mandatory extracurricular activities,Independent
138F86B73F7D,Summer projects,Independent
13989868021A,Mandatory extracurricular activities,Independent
